,location,total_sqft,bath,price,bhk
2961,Devanahalli,1174.0,2.0,59.0,2
2962,Other,500.0,1.0,24.0,1
2963,Gottigere,1304.0,3.0,80.0,3
2964,Yelahanka,1653.0,3.0,120.0,3
2965,Bisuvanahalli,1075.0,2.0,52.0,3
2966,Other,1100.0,2.0,50.0,2
2967,Billekahalli,1140.0,2.0,50.0,2
2968,Kudlu Gate,1532.0,3.0,83.0,3
2969,Padmanabhanagar,1531.0,2.0,75.0,3
2970,Poorna Pragna Layout,1270.0,2.0,50.79,3
2971,Uttarahalli,1325.0,2.0,53.0,2
2972,Electronic City,1156.0,2.0,44.0,3
2973,Bannerghatta Road,1260.0,2.0,70.0,2
2974,Vittasandra,1934.0,2.0,90.0,2
2975,Malleshpalya,1060.0,2.0,40.0,2
2976,Kasavanhalli,1476.0,3.0,95.0,3
2977,Murugeshpalya,1185.0,2.0,85.0,2
2978,Other,1265.0,2.0,82.0,3
2979,Other,1196.0,2.0,56.81,2
2980,EPIP Zone,1280.0,2.0,69.0,2
2981,Hulimavu,1175.0,2.0,45.0,2
2982,Other,1850.0,3.0,98.0,3
2983,Whitefield,1195.0,2.0,70.0,2
2984,Hosur Road,1180.0,2.0,36.5,2
2985,Jakkur,1050.0,2.0,49.87,2
2986,Electronic City,1400.0,2.0,40.44,3
2987,Other,2360.0,4.0,150.0,4
2988,Other,1030.0,2.0,77.25,2
2989,Other,1512.0,1.0,65.01,2
2990,Subramanyapura,929.0,2.0,48.0,2
2991,Jigani,1252.0,3.0,61.0,3
2992,Green Glen Layout,1485.0,3.0,115.0,3
2993,Electronics City Phase 1,1124.0,2.0,55.0,3
2994,Hennur Road,1482.0,2.0,97.0,3
2995,Prithvi Layout,1352.0,2.0,75.0,2
2996,Electronic City,1152.0,2.0,65.0,2
2997,Other,1575.0,3.0,93.0,3
2998,Other,1300.0,2.0,70.0,3
2999,Marathahalli,957.0,2.0,47.0,2
3000,Hoskote,1740.0,3.0,60.0,3
3001,Neeladri Nagar,1060.0,2.0,35.0,2
3002,Other,975.0,2.0,50.0,2
3003,Ramamurthy Nagar,1150.0,2.0,51.0,2
3004,Whitefield,1738.0,2.0,79.0,3
3005,Bommanahalli,1250.0,3.0,55.0,3
3006,Bannerghatta Road,1788.0,3.0,90.0,3
3007,Kanakapura,1151.0,2.0,59.0,2
3008,Uttarahalli,1300.0,2.0,60.0,3
3009,Garudachar Palya,1150.0,2.0,52.8,2
3010,Other,1380.0,2.0,75.0,2
3011,Hebbal,1645.0,3.0,117.0,3
3012,Babusapalaya,1141.0,2.0,45.9,2
3013,7th Phase JP Nagar,1175.0,2.0,82.5,2
3014,Banashankari Stage V,1355.0,2.0,61.0,3
3015,Dasarahalli,1150.0,2.0,70.0,2
3016,Other,1000.0,2.0,45.0,2
3017,Balagere,1007.0,2.0,65.0,2
3018,Kothanur,1436.0,3.0,70.0,3
3019,Marathahalli,4000.0,4.0,220.0,4
3020,Somasundara Palya,2372.0,3.0,140.0,3
3021,Rayasandra,1016.0,2.0,58.0,2
3022,Dodda Nekkundi,1100.0,2.0,48.0,2
3023,Other,1080.0,2.0,45.0,2
3024,Electronic City,1070.0,2.0,60.0,2
3025,Kadubeesanahalli,1532.0,3.0,115.0,3
3026,Hennur,1040.0,2.0,42.12,2
3027,Tumkur Road,1675.5,2.0,48.905,2
3028,Thanisandra,1430.0,2.0,51.6,3
3029,Other,1827.0,3.0,100.0,3
3030,HRBR Layout,1210.0,2.0,75.0,2
3031,Other,1500.0,3.0,95.0,3
3032,Rachenahalli,1050.0,2.0,53.5,2
3033,Hebbal,1251.0,2.0,88.73,2
3034,HSR Layout,1600.0,2.0,115.0,3
3035,Electronic City,1128.0,2.0,65.5,2
3036,Budigere,1820.0,3.0,93.0,3
3037,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3038,Hoodi,1925.0,2.0,114.0,3
3039,Kumaraswami Layout,1000.0,2.0,36.0,2
3040,Sahakara Nagar,960.0,2.0,56.0,2
3041,Other,1180.0,2.0,63.0,2
3042,Benson Town,2270.0,3.0,180.0,3
3043,Lakshminarayana Pura,1200.0,2.0,75.0,2
3044,Bisuvanahalli,1180.0,2.0,46.0,3
3045,Other,1300.0,3.0,47.0,3
3046,Bannerghatta Road,1157.0,2.0,40.0,2
3047,Kanakpura Road,1300.0,3.0,69.0,3
3048,Banashankari Stage III,1305.0,2.0,59.0,3
3049,Jakkur,1290.0,2.0,80.0,2
3050,Hoskote,1170.0,2.0,45.0,2
3051,Yelachenahalli,1400.0,2.0,78.0,2
3052,Lakshminarayana Pura,1200.0,2.0,75.0,2
3053,Other,1155.0,2.0,60.0,3
3054,Hormavu,1725.0,3.0,85.0,3
3055,Kanakpura Road,700.0,2.0,40.0,2
3056,Hoodi,1112.0,2.0,88.0,2
3057,Somasundara Palya,1178.0,2.0,78.0,2
3058,Badavala Nagar,1274.0,2.0,81.0,2
3059,Doddathoguru,915.0,2.0,32.0,2
3060,Other,1540.0,3.0,68.0,3
3061,Other,1206.0,2.0,38.5,2
3062,Other,1645.0,3.0,95.0,3
3063,Nehru Nagar,2342.0,3.0,115.0,4
3064,Other,1200.0,2.0,55.0,3
3065,Yelenahalli,1056.0,2.0,33.0,2
3066,Kanakpura Road,1450.0,3.0,54.3,3
3067,Other,1161.0,2.0,36.69,2
3068,Other,1097.0,2.0,65.0,2
3069,Uttarahalli,850.0,2.0,35.0,2
3070,Green Glen Layout,1715.0,3.0,115.0,3
3071,Electronic City,1200.0,2.0,59.0,2
3072,8th Phase JP Nagar,1080.0,2.0,38.0,2
3073,Kasavanhalli,1200.0,2.0,50.3,2
3074,Banashankari,1400.0,2.0,78.0,3
3075,Kanakpura Road,648.5,1.0,19.695,1
3076,Marathahalli,1230.0,2.0,57.0,2
3077,Kalyan nagar,1640.0,3.0,88.0,3
3078,Banashankari,1700.0,3.0,125.0,3
3079,Bommasandra,1478.0,2.0,44.0,3
3080,Banashankari,1020.0,2.0,40.79,2
3081,Yelahanka,1275.0,2.0,95.0,3
3082,Kanakapura,1110.0,2.0,38.85,2
3083,Uttarahalli,1627.86,3.0,88.0,3
3084,Other,620.0,2.0,22.0,2
3085,Hosa Road,1133.0,2.0,52.0,2
3086,Hennur Road,1182.0,2.0,82.5,2
3087,Tumkur Road,1500.0,3.0,100.0,3
3088,Marathahalli,1200.0,2.0,58.0,2
3089,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3090,Amruthahalli,1100.0,2.0,45.0,2
3091,Kengeri Satellite Town,635.0,1.0,22.0,2
3092,Ardendale,2062.0,3.0,140.0,4
3093,Old Madras Road,1171.0,2.0,75.0,2
3094,Sarjapur,2020.0,3.0,85.0,3
3095,8th Phase JP Nagar,1059.0,2.0,34.5,2
3096,Panathur,1315.0,2.0,59.1,3
3097,Jakkur,1760.0,3.0,110.0,3
3098,Hennur Road,1192.0,2.0,62.0,3
3099,Hebbal,1645.0,3.0,121.0,3
3100,Whitefield,1250.0,2.0,72.0,2
3101,Whitefield,971.0,1.0,34.385,1
3102,Whitefield,1340.0,2.0,77.0,2
3103,Hosa Road,1369.1,2.0,104.0,2
3104,Other,1355.0,2.0,75.0,2
3105,Bannerghatta Road,1150.0,2.0,65.0,2
3106,Kanakapura,1938.0,3.0,113.0,3
3107,Begur Road,2462.0,4.0,124.0,4
3108,Budigere,1636.0,3.0,85.0,3
3109,Akshaya Nagar,1430.0,2.0,75.0,3
3110,Other,2000.0,3.0,85.0,3
3111,Electronic City Phase II,993.0,2.0,50.0,3
3112,Kanakpura Road,1700.0,3.0,88.0,3
3113,Yelahanka,1270.0,2.0,78.0,2
3114,Marathahalli,1650.0,3.0,86.45,3
3115,Panathur,1109.0,2.0,63.0,2
3116,Other,1280.0,2.0,49.75,2
3117,Sarjapur,2885.0,3.0,185.0,4
3118,Kothanur,1462.0,3.0,71.0,3
3119,Marathahalli,607.0,1.0,35.0,1
3120,JP Nagar,3000.0,4.0,140.0,4
3121,Electronic City Phase II,1418.0,3.0,52.47,3
3122,Other,4200.0,1.0,160.0,2
3123,EPIP Zone,1125.0,2.0,65.0,2
3124,CV Raman Nagar,1825.0,3.0,126.0,3
3125,Whitefield,1320.0,2.0,79.5,2
3126,JP Nagar,3000.0,4.0,140.0,4
3127,Whitefield,750.0,2.0,52.7,2
3128,Yelahanka,1400.0,2.0,80.54,3
3129,Rajaji Nagar,5000.0,4.0,375.0,4
3130,Mahadevpura,3295.0,4.0,260.0,5
3131,Whitefield,1200.0,3.0,61.96,3
3132,Poorna Pragna Layout,965.0,2.0,48.0,2
3133,Gottigere,812.0,1.0,26.0,1
3134,KR Puram,1100.0,2.0,43.0,2
3135,Whitefield,1180.0,2.0,41.0,2
3136,HSR Layout,1145.0,2.0,48.0,2
3137,Haralur Road,1027.0,2.0,44.0,2
3138,Other,1215.0,2.0,49.85,2
3139,Hegde Nagar,1200.0,2.0,75.0,2
3140,Kenchenahalli,1015.0,2.0,58.0,2
3141,Kaggalipura,2400.0,3.0,165.0,3
3142,Other,1076.0,2.0,52.0,2
3143,Hebbal Kempapura,1300.0,2.0,102.0,2
3144,Yeshwanthpur,875.0,1.0,41.745,1
3145,Hormavu,1153.0,2.0,65.0,2
3146,Other,2080.0,2.0,150.0,2
3147,Hulimavu,1255.0,2.0,69.0,2
3148,Marathahalli,1583.0,3.0,109.0,3
3149,Other,1505.0,2.0,90.0,2
3150,Kathriguppe,1365.0,2.0,75.08,3
3151,Subramanyapura,975.0,2.0,63.0,2
3152,Other,1250.0,2.0,39.0,2
3153,Other,1530.0,2.0,97.0,3
3154,Kereguddadahalli,1300.0,2.0,39.0,3
3155,Channasandra,1115.0,2.0,40.0,2
3156,Sarjapur  Road,1308.0,2.0,83.0,2
3157,Parappana Agrahara,1194.0,2.0,47.0,2
3158,Uttarahalli,1490.0,2.0,59.6,3
3159,Bannerghatta Road,10000.0,4.0,450.0,4
3160,Sarjapur  Road,1592.0,3.0,91.0,3
3161,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3162,Chandapura,1200.0,1.0,36.0,2
3163,Thanisandra,1698.0,3.0,102.0,3
3164,Other,1500.0,3.0,70.0,3
3165,Electronic City,1152.0,2.0,65.75,2
3166,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3167,Pattandur Agrahara,900.0,2.0,42.0,2
3168,Other,1410.0,2.0,45.12,3
3169,Akshaya Nagar,1419.0,2.0,73.0,3
3170,Amruthahalli,1200.0,2.0,55.0,2
3171,AECS Layout,1800.0,3.0,65.0,3
3172,Gottigere,990.0,2.0,40.0,2
3173,Sarjapur  Road,1016.0,2.0,45.0,2
3174,Bannerghatta Road,1100.0,2.0,39.0,2
3175,Whitefield,1095.0,2.0,35.0,2
3176,Other,2000.0,3.0,85.0,3
3177,Budigere,1444.0,2.0,70.0,2
3178,Whitefield,1415.0,2.0,67.0,2
3179,Other,1600.0,3.0,72.0,3
3180,Whitefield,1105.0,2.0,41.36,2
3181,Electronic City,1225.0,3.0,45.03,3
3182,Kanakpura Road,1080.0,2.0,37.8,2
3183,Talaghattapura,1856.0,3.0,135.0,3
3184,Haralur Road,1464.0,3.0,56.0,3
3185,Other,2100.0,6.0,71.0,6
3186,Sarjapur  Road,1150.0,2.0,77.0,2
3187,Whitefield,2919.0,2.0,113.19,3
3188,5th Phase JP Nagar,1485.0,2.0,67.0,3
3189,Other,2500.0,3.0,75.0,3
3190,Whitefield,1200.0,2.0,45.0,2
3191,Hennur Road,1036.0,2.0,59.46,2
3192,Other,1400.0,2.0,80.0,2
3193,Bommanahalli,1110.0,2.0,33.0,2
3194,Kodichikkanahalli,1150.0,2.0,48.0,2
3195,Kenchenahalli,715.0,1.0,45.0,1
3196,Jakkur,2283.0,4.0,130.0,4
3197,Hormavu,1453.0,2.0,43.58,3
3198,Nagarbhavi,1400.0,2.0,85.0,3
3199,Padmanabhanagar,1400.0,3.0,65.0,3
3200,Kanakpura Road,1591.0,3.0,120.0,3
3201,Nagarbhavi,1515.0,2.0,79.0,3
3202,Yeshwanthpur,1382.0,2.0,76.18,3
3203,Other,1100.0,2.0,38.0,2
3204,Yelahanka,1391.0,2.0,64.5,3
3205,Begur Road,1160.0,2.0,42.92,2
3206,Chandapura,620.0,1.0,27.0,1
3207,Kanakpura Road,1482.0,3.0,60.98,3
3208,Whitefield,1405.0,2.0,84.5,2
3209,Gunjur,1190.0,2.0,40.0,2
3210,Harlur,1174.0,2.0,78.0,2
3211,Seegehalli,1155.0,2.0,72.0,2
3212,Thanisandra,1411.0,3.0,93.04,3
3213,Other,745.0,2.0,50.0,2
3214,Kereguddadahalli,1000.0,2.0,30.0,2
3215,Jigani,923.0,2.0,50.0,2
3216,Yeshwanthpur,1000.0,2.0,32.0,2
3217,Battarahalli,1276.0,2.0,45.0,2
3218,Other,1460.0,3.0,70.0,3
3219,Other,1355.0,2.0,95.0,2
3220,Other,833.0,1.0,49.0,1
3221,Ramamurthy Nagar,1200.0,2.0,48.0,2
3222,Yeshwanthpur,669.0,1.0,36.85,1
3223,Koramangala,1594.0,3.0,125.0,3
3224,Kothanur,1790.0,3.0,105.0,3
3225,NGR Layout,1020.0,2.0,45.0,2
3226,Other,1037.0,2.0,36.28,2
3227,Whitefield,1345.0,2.0,57.0,3
3228,Kodichikkanahalli,1070.0,2.0,43.0,2
3229,Yeshwanthpur,1385.0,2.0,76.18,3
3230,Kanakpura Road,1207.0,2.0,79.9,2
3231,Varthur,1140.0,2.0,55.5,2
3232,Other,1220.0,2.0,68.0,2
3233,Sarjapur  Road,1965.0,3.0,120.0,3
3234,Koramangala,1760.0,2.0,115.0,3
3235,Haralur Road,1225.0,2.0,70.0,2
3236,Marathahalli,1075.0,2.0,52.43,2
3237,Panathur,1000.0,2.0,68.0,2
3238,Hennur Road,1891.0,3.0,109.0,3
3239,Yelahanka,1322.0,2.0,86.0,2
3240,Bellandur,3600.0,4.0,260.0,4
3241,AECS Layout,1045.0,2.0,36.58,2
3242,Other,1545.0,3.0,85.0,3
3243,Thanisandra,1996.0,3.0,135.0,3
3244,Brookefield,1125.0,2.0,70.0,2
3245,Mysore Road,1560.0,3.0,115.0,3
3246,BEML Layout,2000.0,2.0,85.0,3
3247,Other,780.0,2.0,35.0,2
3248,Other,1350.0,2.0,41.0,2
3249,Haralur Road,1464.0,3.0,56.0,3
3250,Kanakpura Road,1570.0,3.0,64.5,3
3251,Dasanapura,708.0,1.0,28.32,1
3252,Hoodi,1400.0,2.0,82.0,2
3253,Bellandur,1310.0,2.0,72.0,2
3254,BTM Layout,3300.0,6.0,165.0,6
3255,Electronics City Phase 1,1175.0,2.0,57.0,2
3256,Chikkalasandra,1428.0,2.0,80.0,3
3257,Haralur Road,1194.0,2.0,46.0,2
3258,8th Phase JP Nagar,1080.0,2.0,35.0,2
3259,Other,1200.0,2.0,68.0,3
3260,Whitefield,1200.0,2.0,45.0,2
3261,Bommasandra Industrial Area,1320.0,2.0,38.13,3
3262,Badavala Nagar,1842.0,3.0,115.0,3
3263,Sector 2 HSR Layout,1146.0,2.0,55.0,2
3264,Rachenahalli,440.0,1.0,28.0,1
3265,Sahakara Nagar,1048.0,2.0,50.0,2
3266,Thanisandra,1801.0,3.0,115.0,3
3267,Hennur Road,1232.0,2.0,69.61,2
3268,Whitefield,1150.0,2.0,90.0,2
3269,Talaghattapura,1868.0,3.0,120.0,3
3270,Begur,1445.0,2.0,47.1,3
3271,Harlur,1730.0,3.0,100.0,3
3272,Somasundara Palya,1185.0,2.0,70.0,2
3273,Whitefield,2400.0,4.0,147.0,4
3274,Kaval Byrasandra,1185.0,2.0,49.0,2
3275,Other,1150.0,2.0,49.0,2
3276,Pai Layout,1075.0,2.0,35.0,2
3277,Hebbal,1760.0,3.0,123.0,3
3278,Banashankari,1600.0,2.0,63.98,2
3279,Haralur Road,1000.0,2.0,78.0,2
3280,7th Phase JP Nagar,1215.0,2.0,90.0,2
3281,EPIP Zone,1734.0,3.0,125.0,3
3282,Akshaya Nagar,1280.0,2.0,60.0,2
3283,Rachenahalli,1113.0,2.0,55.0,2
3284,Horamavu Banaswadi,1272.0,2.0,48.0,2
3285,Kereguddadahalli,1240.0,3.0,41.0,3
3286,Yelahanka,1100.0,2.0,70.0,2
3287,Ambalipura,896.0,2.0,30.13,2
3288,BTM 2nd Stage,1200.0,2.0,35.0,2
3289,Ramagondanahalli,2800.0,4.0,155.0,4
3290,Hebbal,2790.0,4.0,198.0,4
3291,Ambalipura,3500.0,3.0,198.0,3
3292,Ramamurthy Nagar,3600.0,3.0,150.0,3
3293,Other,1096.0,2.0,48.0,2
3294,Other,1094.0,2.0,44.0,2
3295,Other,1100.0,2.0,49.0,2
3296,Nagarbhavi,1145.0,2.0,40.0,2
3297,Rachenahalli,1550.0,3.0,74.5,3
3298,Hoodi,1746.0,3.0,84.95,3
3299,Kengeri,918.0,2.0,27.54,2
3300,Banashankari Stage III,1305.0,2.0,60.0,3
3301,Thigalarapalya,1207.0,2.0,62.0,2
3302,Thanisandra,1678.0,3.0,125.0,3
3303,Kaggalipura,950.0,2.0,50.0,2
3304,Electronic City,1070.0,2.0,55.0,2
3305,Ardendale,1732.46,3.0,92.0,3
3306,Marathahalli,1360.0,2.0,103.0,2
3307,Sarjapur  Road,985.0,2.0,49.0,2
3308,Dodda Nekkundi,1999.0,3.0,135.0,3
3309,7th Phase JP Nagar,1050.0,2.0,75.0,2
3310,Whitefield,1440.0,2.0,64.0,3
3311,Ramagondanahalli,1253.0,2.0,52.66,2
3312,Other,1200.0,3.0,85.0,3
3313,Padmanabhanagar,1360.0,2.0,75.0,3
3314,Other,1086.0,2.0,47.5,2
3315,Sarjapur  Road,1418.0,2.0,78.0,2
3316,Kalena Agrahara,1270.0,2.0,100.0,2
3317,Begur Road,1410.0,2.0,52.17,3
3318,Other,1150.0,2.0,74.0,2
3319,Other,1440.0,3.0,65.8,3
3320,Other,1200.0,2.0,75.0,2
3321,Begur Road,1410.0,2.0,50.06,3
3322,Whitefield,624.0,1.0,35.0,1
3323,Electronic City,1060.0,2.0,58.0,2
3324,Whitefield,1200.0,2.0,45.0,2
3325,Sarjapur,1917.0,3.0,60.0,4
3326,KR Puram,950.0,2.0,40.0,2
3327,BTM 2nd Stage,1250.0,3.0,50.0,3
3328,Vishwapriya Layout,1235.0,2.0,60.0,2
3329,Budigere,722.0,1.0,46.0,1
3330,Kanakpura Road,2775.0,3.0,165.0,4
3331,Sarjapur  Road,1200.0,2.0,93.0,2
3332,Bannerghatta Road,1400.0,3.0,68.0,3
3333,Other,1225.0,3.0,60.0,3
3334,Marathahalli,1220.0,2.0,58.5,2
3335,Nagavarapalya,705.0,1.0,52.5,1
3336,Battarahalli,1880.0,3.0,94.36,3
3337,Yelahanka,1200.0,2.0,70.0,2
3338,Other,1550.0,2.0,60.0,3
3339,Lingadheeranahalli,1893.0,3.0,130.0,3
3340,Other,1650.0,3.0,75.0,3
3341,Other,1113.0,2.0,46.0,2
3342,Sarjapur  Road,1586.0,3.0,70.0,3
3343,Seegehalli,4000.0,3.0,235.0,3
3344,Yelahanka New Town,1541.0,3.0,80.0,3
3345,Haralur Road,1830.0,3.0,101.0,3
3346,Kodigehalli,1200.0,2.0,48.0,2
3347,Other,1800.0,2.0,72.0,3
3348,Bommasandra,1015.0,2.0,40.0,2
3349,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3350,Hoodi,706.0,1.0,48.24,1
3351,Other,1350.0,4.0,85.0,4
3352,Kanakpura Road,1900.0,3.0,99.0,3
3353,Bisuvanahalli,1075.0,2.0,42.0,3
3354,Kanakpura Road,1290.0,2.0,80.0,2
3355,Akshaya Nagar,1200.0,2.0,50.0,2
3356,Hormavu,1150.0,2.0,53.11,2
3357,Uttarahalli,1360.0,2.0,61.2,3
3358,Other,935.0,2.0,32.73,2
3359,Sarjapur  Road,1260.0,2.0,53.0,2
3360,Marathahalli,950.0,2.0,45.68,2
3361,Other,2500.0,5.0,120.0,5
3362,Sarjapur  Road,1115.0,2.0,60.0,2
3363,Koramangala,1900.0,3.0,150.0,3
3364,Whitefield,1109.0,2.0,41.49,2
3365,9th Phase JP Nagar,1005.0,2.0,43.0,2
3366,Kengeri,416.0,1.0,19.5,1
3367,1st Phase JP Nagar,1394.0,2.0,100.0,2
3368,Harlur,2138.0,3.0,110.0,3
3369,Nagavarapalya,1300.0,3.0,80.0,3
3370,Thanisandra,1265.0,2.0,82.0,2
3371,Other,1140.0,2.0,52.0,2
3372,Other,1050.0,2.0,40.0,2
3373,Thanisandra,1100.0,2.0,48.0,2
3374,Varthur,1012.0,2.0,59.0,2
3375,Varthur,1600.0,4.0,112.0,4
3376,Yelahanka,1326.0,2.0,57.0,2
3377,Hebbal Kempapura,1654.0,2.0,85.0,3
3378,Chikkalasandra,1070.0,2.0,42.8,2
3379,Whitefield,1700.0,3.0,95.0,3
3380,Kogilu,1140.0,2.0,50.66,2
3381,Talaghattapura,2254.0,3.0,170.0,3
3382,Kanakapura,945.0,2.0,47.0,2
3383,Marathahalli,615.0,1.0,44.0,1
3384,Ramamurthy Nagar,1110.0,2.0,65.0,2
3385,Electronic City,1025.0,2.0,54.1,2
3386,Other,1758.0,3.0,95.0,3
3387,Kaikondrahalli,1342.0,3.0,92.0,3
3388,Kalyan nagar,1800.0,3.0,85.0,3
3389,Whitefield,2928.0,4.0,198.0,4
3390,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
3391,Kadugodi,1645.0,2.0,82.0,3
3392,Ramamurthy Nagar,1410.0,2.0,56.4,3
3393,Harlur,1200.0,2.0,52.0,2
3394,8th Phase JP Nagar,1275.0,2.0,41.5,3
3395,Other,909.0,2.0,40.0,3
3396,Kalyan nagar,1080.0,2.0,73.0,2
3397,Akshaya Nagar,1092.0,2.0,60.0,2
3398,KR Puram,1156.0,2.0,72.0,2
3399,Bellandur,924.0,2.0,35.11,2
3400,Thubarahalli,1330.0,2.0,75.0,2
3401,Other,1800.0,3.0,140.0,3
3402,Margondanahalli,1360.0,2.0,45.0,4
3403,Bellandur,1785.0,3.0,118.0,3
3404,Hebbal,1645.0,3.0,120.0,3
3405,Gottigere,1235.0,2.0,63.0,2
3406,Anandapura,900.0,2.0,48.0,2
3407,Thanisandra,662.0,1.0,42.0,1
3408,Whitefield,1215.0,2.0,62.0,2
3409,Bisuvanahalli,845.0,2.0,37.0,2
3410,Sarjapur  Road,1525.0,2.0,87.0,3
3411,Other,1000.0,2.0,48.0,2
3412,Hebbal,1255.0,2.0,90.0,3
3413,Mysore Road,1560.0,3.0,120.0,3
3414,Kasavanhalli,2100.0,3.0,110.0,3
3415,Kodichikkanahalli,1620.0,2.0,85.0,3
3416,Marathahalli,1595.0,3.0,90.0,3
3417,Other,1095.0,2.0,38.52,2
3418,9th Phase JP Nagar,835.0,2.0,37.0,2
3419,Hennur Road,2182.0,3.0,72.04,3
3420,Thigalarapalya,1418.0,2.0,106.0,2
3421,BTM 2nd Stage,1070.0,2.0,48.0,2
3422,Electronics City Phase 1,755.0,1.0,42.41,1
3423,Hebbal,1645.0,3.0,117.0,3
3424,Sarjapur,2400.0,3.0,190.0,3
3425,Electronics City Phase 1,919.0,2.0,28.0,2
3426,Bannerghatta Road,1725.0,3.0,110.0,3
3427,Sarjapur  Road,1346.0,2.0,71.32,2
3428,Electronic City Phase II,1070.0,2.0,45.0,2
3429,Begur Road,1225.0,2.0,35.52,2
3430,Neeladri Nagar,640.0,1.0,20.5,1
3431,Chikkalasandra,1310.0,2.0,52.4,3
3432,Kanakapura,1190.0,2.0,39.0,2
3433,Other,1645.0,3.0,87.5,3
3434,Marathahalli,1350.0,2.0,89.0,2
3435,Vittasandra,1404.0,2.0,68.8,2
3436,Electronic City,1105.0,2.0,35.0,3
3437,Kanakpura Road,900.0,2.0,41.0,2
3438,Dodda Nekkundi,1100.0,2.0,41.15,2
3439,Thanisandra,2100.0,4.0,95.0,4
3440,Thanisandra,1948.0,3.0,130.0,3
3441,Singasandra,1464.0,3.0,56.0,3
3442,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3443,Yelahanka,4000.0,5.0,220.0,5
3444,Other,1252.0,2.0,55.0,2
3445,Other,2600.0,3.0,140.0,3
3446,7th Phase JP Nagar,1300.0,3.0,89.13,3
3447,7th Phase JP Nagar,1130.0,2.0,73.0,2
3448,Thanisandra,1690.0,3.0,125.0,3
3449,Other,950.0,2.0,60.0,2
3450,Marathahalli,1020.0,2.0,57.0,2
3451,Other,2107.0,4.0,95.0,4
3452,Marathahalli,1735.0,3.0,72.0,3
3453,Sarjapur  Road,915.0,2.0,37.0,2
3454,Other,1450.0,3.0,68.0,3
3455,Other,2431.0,3.0,100.0,3
3456,Hennur Road,1804.0,3.0,102.0,3
3457,Uttarahalli,1280.0,2.0,75.0,2
3458,Hebbal,1255.0,3.0,77.68,3
3459,Hoodi,1257.0,2.0,69.0,2
3460,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3461,Hulimavu,1255.0,2.0,66.0,2
3462,Ananth Nagar,870.0,2.0,36.0,2
3463,Tumkur Road,1789.0,3.0,98.0,3
3464,Other,1155.0,2.0,56.0,2
3465,R.T. Nagar,1235.0,2.0,65.0,2
3466,Yelahanka,2675.0,4.0,140.0,4
3467,CV Raman Nagar,1025.0,2.0,50.0,2
3468,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
3469,Rachenahalli,1530.0,2.0,74.4,3
3470,Dodda Nekkundi,1252.0,2.0,71.0,3
3471,Ardendale,2062.0,3.0,150.0,4
3472,Choodasandra,1220.0,3.0,56.0,3
3473,Jigani,1408.0,2.0,55.0,3
3474,Bisuvanahalli,1180.0,2.0,60.0,3
3475,Sarjapur  Road,715.0,1.0,29.0,1
3476,Sarjapur  Road,1230.0,2.0,94.5,2
3477,Kaggadasapura,1035.0,2.0,45.5,2
3478,Kathriguppe,1300.0,3.0,77.99,3
3479,Kanakpura Road,1100.0,3.0,52.97,3
3480,Whitefield,1216.0,2.0,84.0,2
3481,Other,1450.0,2.0,62.63,2
3482,Gottigere,1385.0,3.0,64.0,3
3483,Anekal,1200.0,2.0,36.1,2
3484,Sarjapur  Road,1043.0,2.0,39.5,2
3485,Varthur,1140.0,2.0,39.9,2
3486,Kadugodi,1100.0,2.0,45.0,2
3487,Hebbal,1586.0,3.0,90.0,3
3488,Begur Road,1565.0,2.0,59.76,3
3489,Hennur Road,2320.0,3.0,170.0,3
3490,Sarjapur  Road,1750.0,3.0,99.0,3
3491,Kudlu,1143.0,2.0,55.0,2
3492,Hennur Road,1936.0,3.0,118.0,3
3493,Other,1402.0,2.0,85.0,3
3494,Electronic City,1000.0,2.0,41.0,2
3495,Gottigere,1000.0,2.0,35.0,2
3496,Kengeri Satellite Town,818.0,2.0,26.0,2
3497,Kalyan nagar,2422.0,3.0,150.0,4
3498,Sarjapur  Road,1145.0,2.0,62.0,2
3499,Somasundara Palya,1575.0,3.0,68.0,3
3500,Thanisandra,1200.0,2.0,46.0,2
3501,Yelahanka,1500.0,2.0,63.0,3
3502,Ramamurthy Nagar,2560.0,4.0,75.0,4
3503,Kothanur,1583.0,3.0,76.1,3
3504,Kanakpura Road,700.0,2.0,34.98,2
3505,Bannerghatta Road,950.0,2.0,38.0,2
3506,Banashankari,1041.0,2.0,36.44,2
3507,Thubarahalli,1085.0,2.0,70.0,2
3508,Anjanapura,1070.0,2.0,37.0,2
3509,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3510,Bommasandra,1000.0,2.0,35.0,2
3511,Horamavu Agara,1169.0,2.0,64.0,2
3512,Whitefield,1840.0,3.0,140.0,3
3513,Other,1550.0,3.0,75.0,3
3514,Kaval Byrasandra,997.0,2.0,53.0,2
3515,Gunjur,1457.0,2.0,60.0,2
